"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Vermont"	"50"	"2001"	"2001"	612223
	"Vermont"	"50"	"2002"	"2002"	615442
	"Vermont"	"50"	"2003"	"2003"	617858
	"Vermont"	"50"	"2004"	"2004"	619920
	"Vermont"	"50"	"2005"	"2005"	621215
	"Vermont"	"50"	"2006"	"2006"	622892
	"Vermont"	"50"	"2007"	"2007"	623481
	"Vermont"	"50"	"2008"	"2008"	624151
	"Vermont"	"50"	"2009"	"2009"	624817
	"Vermont"	"50"	"2010"	"2010"	625982
	"Vermont"	"50"	"2011"	"2011"	626730
	"Vermont"	"50"	"2012"	"2012"	626444
	"Vermont"	"50"	"2013"	"2013"	627140
	"Vermont"	"50"	"2014"	"2014"	626984
	"Vermont"	"50"	"2015"	"2015"	626088
	"Vermont"	"50"	"2016"	"2016"	624594
	"Virginia"	"51"	"1990"	"1990"	6216884
	"Virginia"	"51"	"1991"	"1991"	6301217
	"Virginia"	"51"	"1992"	"1992"	6414307
	"Virginia"	"51"	"1993"	"1993"	6509630
	"Virginia"	"51"	"1994"	"1994"	6593139
	"Virginia"	"51"	"1995"	"1995"	6670693
	"Virginia"	"51"	"1996"	"1996"	6750884
	"Virginia"	"51"	"1997"	"1997"	6829183
	"Virginia"	"51"	"1998"	"1998"	6900918
	"Virginia"	"51"	"1999"	"1999"	7000174
	"Virginia"	"51"	"2000"	"2000"	7105817
	"Virginia"	"51"	"2001"	"2001"	7198362
	"Virginia"	"51"	"2002"	"2002"	7286873
	"Virginia"	"51"	"2003"	"2003"	7366977
	"Virginia"	"51"	"2004"	"2004"	7475575
	"Virginia"	"51"	"2005"	"2005"	7577105
	"Virginia"	"51"	"2006"	"2006"	7673725
	"Virginia"	"51"	"2007"	"2007"	7751000
	"Virginia"	"51"	"2008"	"2008"	7833496
	"Virginia"	"51"	"2009"	"2009"	7925937
	"Virginia"	"51"	"2010"	"2010"	8025773
	"Virginia"	"51"	"2011"	"2011"	8110035
	"Virginia"	"51"	"2012"	"2012"	8192048
	"Virginia"	"51"	"2013"	"2013"	8262692
	"Virginia"	"51"	"2014"	"2014"	8317372
	"Virginia"	"51"	"2015"	"2015"	8367587
	"Virginia"	"51"	"2016"	"2016"	8411808
	"Washington"	"53"	"1990"	"1990"	4903043
	"Washington"	"53"	"1991"	"1991"	5025624
	"Washington"	"53"	"1992"	"1992"	5160757
	"Washington"	"53"	"1993"	"1993"	5278842
	"Washington"	"53"	"1994"	"1994"	5375161
	"Washington"	"53"	"1995"	"1995"	5481027
	"Washington"	"53"	"1996"	"1996"	5569753
	"Washington"	"53"	"1997"	"1997"	5674747
	"Washington"	"53"	"1998"	"1998"	5769562
	"Washington"	"53"	"1999"	"1999"	5842564
	"Washington"	"53"	"2000"	"2000"	5910512
	"Washington"	"53"	"2001"	"2001"	5985722
	"Washington"	"53"	"2002"	"2002"	6052349
	"Washington"	"53"	"2003"	"2003"	6104115
	"Washington"	"53"	"2004"	"2004"	6178645
	"Washington"	"53"	"2005"	"2005"	6257305
	"Washington"	"53"	"2006"	"2006"	6370753
	"Washington"	"53"	"2007"	"2007"	6461587
	"Washington"	"53"	"2008"	"2008"	6562231
	"Washington"	"53"	"2009"	"2009"	6667426
	"Washington"	"53"	"2010"	"2010"	6743226
	"Washington"	"53"	"2011"	"2011"	6822520
	"Washington"	"53"	"2012"	"2012"	6895226
	"Washington"	"53"	"2013"	"2013"	6968006
	"Washington"	"53"	"2014"	"2014"	7054196
	"Washington"	"53"	"2015"	"2015"	7160290
	"Washington"	"53"	"2016"	"2016"	7288000
	"West Virginia"	"54"	"1990"	"1990"	1792548
	"West Virginia"	"54"	"1991"	"1991"	1798735
	"West Virginia"	"54"	"1992"	"1992"	1806451
	"West Virginia"	"54"	"1993"	"1993"	1817539
	"West Virginia"	"54"	"1994"	"1994"	1820421
	"West Virginia"	"54"	"1995"	"1995"	1823700
	"West Virginia"	"54"	"1996"	"1996"	1822808
	"West Virginia"	"54"	"1997"	"1997"	1819113
	"West Virginia"	"54"	"1998"	"1998"	1815609
	"West Virginia"	"54"	"1999"	"1999"	1811799
	"West Virginia"	"54"	"2000"	"2000"	1807021
	"West Virginia"	"54"	"2001"	"2001"	1801481
	"West Virginia"	"54"	"2002"	"2002"	1805414
	"West Virginia"	"54"	"2003"	"2003"	1812295
	"West Virginia"	"54"	"2004"	"2004"	1816438
	"West Virginia"	"54"	"2005"	"2005"	1820492
	"West Virginia"	"54"	"2006"	"2006"	1827912
	"West Virginia"	"54"	"2007"	"2007"	1834052
	"West Virginia"	"54"	"2008"	"2008"	1840310
	"West Virginia"	"54"	"2009"	"2009"	1847775
	"West Virginia"	"54"	"2010"	"2010"	1854230
	"West Virginia"	"54"	"2011"	"2011"	1854972
	"West Virginia"	"54"	"2012"	"2012"	1856560
	"West Virginia"	"54"	"2013"	"2013"	1853231
	"West Virginia"	"54"	"2014"	"2014"	1848514
	"West Virginia"	"54"	"2015"	"2015"	1841053
	"West Virginia"	"54"	"2016"	"2016"	1831102
	"Wisconsin"	"55"	"1990"	"1990"	4904562
	"Wisconsin"	"55"	"1991"	"1991"	4964343
	"Wisconsin"	"55"	"1992"	"1992"	5025398
	"Wisconsin"	"55"	"1993"	"1993"	5084889
	"Wisconsin"	"55"	"1994"	"1994"	5133678
	"Wisconsin"	"55"	"1995"	"1995"	5184836
	"Wisconsin"	"55"	"1996"	"1996"	5229986
	"Wisconsin"	"55"	"1997"	"1997"	5266213
	"Wisconsin"	"55"	"1998"	"1998"	5297672
	"Wisconsin"	"55"	"1999"	"1999"	5332666
	"Wisconsin"	"55"	"2000"	"2000"	5373999
	"Wisconsin"	"55"	"2001"	"2001"	5406835
	"Wisconsin"	"55"	"2002"	"2002"	5445162
	"Wisconsin"	"55"	"2003"	"2003"	5479203
	"Wisconsin"	"55"	"2004"	"2004"	5514026
	"Wisconsin"	"55"	"2005"	"2005"	5546166
	"Wisconsin"	"55"	"2006"	"2006"	5577655
	"Wisconsin"	"55"	"2007"	"2007"	5610775
	"Wisconsin"	"55"	"2008"	"2008"	5640996
	"Wisconsin"	"55"	"2009"	"2009"	5669264
	"Wisconsin"	"55"	"2010"	"2010"	5690263
	"Wisconsin"	"55"	"2011"	"2011"	5709640
	"Wisconsin"	"55"	"2012"	"2012"	5726177
	"Wisconsin"	"55"	"2013"	"2013"	5742854
	"Wisconsin"	"55"	"2014"	"2014"	5758377
	"Wisconsin"	"55"	"2015"	"2015"	5767891
	"Wisconsin"	"55"	"2016"	"2016"	5778708
	"Wyoming"	"56"	"1990"	"1990"	453690
	"Wyoming"	"56"	"1991"	"1991"	459260
	"Wyoming"	"56"	"1992"	"1992"	466251
	"Wyoming"	"56"	"1993"	"1993"	473081
	"Wyoming"	"56"	"1994"	"1994"	480283
	"Wyoming"	"56"	"1995"	"1995"	485160
	"Wyoming"	"56"	"1996"	"1996"	488167
	"Wyoming"	"56"	"1997"	"1997"	489451
	"Wyoming"	"56"	"1998"	"1998"	490787
	"Wyoming"	"56"	"1999"	"1999"	491780
	"Wyoming"	"56"	"2000"	"2000"	494300
	"Wyoming"	"56"	"2001"	"2001"	494657
	"Wyoming"	"56"	"2002"	"2002"	500017
	"Wyoming"	"56"	"2003"	"2003"	503453
	"Wyoming"	"56"	"2004"	"2004"	509106
	"Wyoming"	"56"	"2005"	"2005"	514157
	"Wyoming"	"56"	"2006"	"2006"	522667
	"Wyoming"	"56"	"2007"	"2007"	534876
	"Wyoming"	"56"	"2008"	"2008"	546043
	"Wyoming"	"56"	"2009"	"2009"	559851
	"Wyoming"	"56"	"2010"	"2010"	564513
	"Wyoming"	"56"	"2011"	"2011"	567725
	"Wyoming"	"56"	"2012"	"2012"	576765
	"Wyoming"	"56"	"2013"	"2013"	582684
	"Wyoming"	"56"	"2014"	"2014"	583642
	"Wyoming"	"56"	"2015"	"2015"	586555
	"Wyoming"	"56"	"2016"	"2016"	585501
